Gene_ID,WT_0_01,WT_0_02,CP_0_04,CP_0_05,WT_05_07,WT_05_08,CP_05_11,CP_05_12,WT_1_13,WT_1_14,CP_1_16,CP_1_17,WT_2_20,CP_2_22,CP_2_23,WT_2_25,WT_4_16,CP_4_28
SPD_0669,15317,13310,9172,9193,12244,10403,15215,19022,10610,8192,5276,6211,8174,6354,7556,8412,3495,11256
SPD_0670,6129,5234,4214,4012,2205,2058,2303,2384,2673,2382,1114,1295,1738,1521,1634,2236,1042,2611
SPD_0671,25701,24154,14604,14788,5454,4674,4730,5907,6366,5184,2259,2564,4028,2960,3509,4427,1817,6183
SPD_0672,7912,7233,6331,6328,20236,18070,23090,24236,11974,11072,7851,8469,10703,9072,10805,12450,4935,14347
SPD_0673,26,45,13,16,128,95,139,105,82,53,55,59,73,65,60,103,24,91
rpsP,67887,63526,46281,46586,10417,9344,6727,5455,34505,30065,3492,3832,28692,29246,24059,25625,13041,36590
SPD_0675,72447,63032,44518,42169,10200,8890,7020,5682,32770,25569,3263,3617,29530,22746,23013,22726,11497,33642
SPD_0676,13139,11317,9852,8882,12183,11275,15654,13526,8343,8018,6087,7301,8176,7717,7495,8457,3968,11450
SPD_0677,15259,12236,12983,11679,14074,13476,17918,14387,10033,9698,7588,9435,9979,9176,7946,11011,5443,12187
rimM,16090,14055,10556,10222,13605,11547,16497,18673,8894,7428,5557,6687,7779,6764,7704,8043,3686,12118
trmD,17931,16207,11092,10882,13979,11534,16198,20363,9272,7604,5402,6195,7803,6508,7817,8080,3552,12937
SPD_0680,10055,8896,6730,6835,9091,8797,11645,10556,6733,6143,4130,5084,5854,4880,4923,6281,2782,8152
SPD_0681,795,727,434,408,3073,4178,6574,3505,1569,1662,2220,2152,1530,1695,1579,1602,848,1951
SPD_0683,5807,4901,4345,3987,3494,3635,5360,3994,3688,3069,3578,3640,16297,22979,16381,7007,2457,8562
SPD_0682,161,150,86,60,12,6,5,1,22,2,2,6,27,31,11,11,24,13
SPD_0684,33592,31072,11387,11460,2626,2275,1870,2134,1783,1706,792,854,1556,820,953,1178,497,1290
gor,14946,13638,12709,12892,39184,30006,55236,69002,18611,14934,13644,16195,15243,10805,13361,14104,5820,15514
SPD_0686,16465,15964,7891,8291,27096,21649,18467,21215,19947,20527,10025,11552,21304,12969,13203,7996,3612,12628
SPD_0687,12443,11424,6008,6141,19076,15105,13676,16065,15011,13869,7164,8695,15389,9394,10301,5141,2317,9543
SPD_0688,33441,29746,16559,17057,47683,37408,33663,40213,41511,37819,19598,23264,40247,27178,28029,14522,6182,26350
metG,60533,53419,40202,38430,54238,44408,57293,70005,42971,34451,22209,26959,37683,29851,34026,31718,13985,43762
SPD_0690,51,47,36,22,23,20,28,44,38,20,8,17,41,47,53,45,10,65
SPD_0691,1070,906,935,905,842,728,805,782,963,1014,507,646,810,759,575,653,405,868
SPD_0692,6537,5852,5056,4740,9533,8463,10936,11153,8875,9904,6828,8449,8924,7576,6729,5590,2994,6277
SPD_0693,7547,6162,5501,5201,15005,13828,15119,14598,16345,14166,9698,12025,13872,10899,10050,9402,4518,10429
SPD_0694,452,389,331,382,851,757,934,793,787,619,421,476,676,519,461,522,200,606
fabG2,2377,2005,1702,1578,3942,3046,3543,5003,2896,2275,1520,1760,2325,1726,2095,1794,864,2443
SPD_0696,2711,2226,2036,1821,3527,2961,3399,3744,2761,2222,1559,1821,2149,1753,1853,1473,868,2152
SPD_0697,4882,3840,4368,3831,6370,5799,6528,5670,5497,4942,3281,3890,4304,3044,2975,3692,1745,3764
SPD_0698,5969,4919,4780,4352,7766,6823,8372,8321,6051,5153,3714,4397,4443,3405,3565,3565,1681,3978
SPD_0699,2576,2223,1709,1724,3516,2728,3706,4253,2353,1913,1291,1529,1744,1238,1518,1126,417,1394
pepN,120530,108933,90553,89502,121697,97359,66075,87207,76890,62314,29311,33977,52488,37360,43742,47024,21740,66492
ciaR,66035,59781,59759,62714,17872,14786,16981,18410,14338,14259,9073,11655,20859,11987,11617,22587,10818,24026
ciaH,113083,103652,96879,101740,31443,26498,28081,31147,25614,25259,15158,19763,37355,18999,19438,30266,14672,33180
SPD_0703,8144,6622,3394,3370,7797,13364,16725,6338,6926,7937,5359,6108,5204,7562,5328,5588,3018,6939
SPD_0704,20700,18665,11057,11795,13509,11830,14544,15586,10930,9364,6713,7833,9754,9963,11177,9849,4886,17836
SPD_0705,20604,16689,13527,13408,21120,17410,24090,25516,19622,17502,14174,16542,17931,19753,22227,20607,9876,31495
SPD_0706,9860,8399,6697,6521,6073,5337,5830,6881,6379,5686,3814,4376,4898,5158,5668,5349,2532,8487
SPD_0707,4684,4346,3149,3133,2808,2279,2458,3180,2857,2282,1570,1729,1949,1877,2181,2025,857,3220
SPD_0708,17733,14493,11830,10862,9973,8826,12077,11057,8176,7004,5974,7086,8191,7721,8272,8955,4203,11598
gyrB,56977,50229,35949,35628,35990,30077,39395,47597,29387,24588,17939,21523,25122,20886,23571,23813,10639,34481
ezrA,107831,90009,68809,62927,79586,73617,76475,68343,76109,70179,37043,45152,59616,48844,48127,60257,28135,66725
SPD_0711,394,345,211,214,123,82,94,85,191,198,53,127,181,134,154,78,76,132
SPD_0712,523,391,203,217,95,78,55,48,110,93,97,52,112,68,86,49,26,70
SPD_0713,7025,5651,6712,5938,4951,4412,7997,7353,3577,3097,2767,3249,2896,2513,3160,3510,1619,4031
SPD_0714,12941,10565,14330,13155,13856,16959,24143,14172,9851,10376,8726,9623,7804,8832,7687,11969,5506,10855
SPD_0715,52,49,32,40,30,29,27,27,68,46,30,23,56,64,73,47,9,52
SPD_0716,431,327,218,245,662,682,811,715,577,512,429,529,488,448,506,461,163,571
clpE,63012,58303,62140,64275,60413,51799,102487,118220,24606,25133,20683,26235,31532,20149,23152,31874,14569,40874
SPD_0718,10226,9555,6259,6078,4399,7733,7520,2623,6382,5700,2528,2716,3807,5797,6490,8577,3989,10641
SPD_0719,7221,6367,6019,5757,7339,6373,7044,8893,7336,5573,3409,3483,4544,4130,4362,5801,2633,6085
SPD_0720,8906,7314,7038,6606,9427,7787,9170,11931,8498,6448,4199,4788,5384,4545,4857,5229,2464,6363
folD,15245,14110,11685,11793,17234,13825,16412,23572,14226,10287,7017,7964,8178,6626,7953,6686,3141,9623
SPD_0722,6196,5321,4815,4336,4593,3928,5504,6348,4348,3647,2583,2898,3325,2882,3123,2858,1405,3741
rpiA,8402,7241,5561,5703,4070,3359,3105,3809,4194,3310,1682,1845,3925,2593,3274,5527,2516,7532
deoB,23233,20087,16569,16599,14725,11768,10022,12995,12952,10247,5248,6330,12300,8585,10719,15814,7090,21802
SPD_0725,12664,9795,10198,9420,7731,6563,5072,5339,6767,6755,3418,3848,6428,4410,4630,7315,3292,8462
SPD_0726,14784,12277,11307,10986,9938,7832,6917,9392,8327,7074,4124,4486,7294,4824,5862,7196,3163,9205
srn206,97,61,51,46,15,14,9,5,46,27,8,13,23,21,32,36,53,97
SPD_0727,21019,16557,16369,15070,11876,10515,9172,9957,10656,9630,5372,6494,9368,5700,6649,8218,4082,9752
SPD_0728,5541,4496,4185,3926,2967,2493,2325,2837,2520,2325,1275,1556,2218,1425,1632,1882,849,2240
SPD_0729,13206,10593,10450,9691,6779,5665,5561,6154,5795,4949,3028,3614,4949,3111,3601,4254,1829,5075
deoD,14795,12218,9560,9172,3467,2755,1313,1604,3990,3694,1304,1547,3755,2145,2602,3641,1880,4640
SPD_0731,8170,6994,5202,5142,1269,1267,1150,1208,4700,3267,1431,1889,11053,11949,12337,28117,12310,46892
rpsT,49817,43315,28055,25860,7239,23911,20065,4501,18109,21775,9208,10090,11083,27580,19088,47268,21564,41697
coaA,5753,4996,2684,2647,7557,7192,8829,8596,4335,3931,3272,3633,4110,3366,3154,4202,1896,5055
SPD_0734,194,139,119,114,113,104,137,125,115,96,42,76,90,67,58,132,77,132
SPD_0735,2732,2385,1510,1450,3955,3458,4512,4436,2414,2332,1915,1989,2521,1879,2127,2533,1233,3360
pdp,8924,8306,5275,5196,8907,6993,9557,13105,5499,4803,3604,4104,4709,3489,3928,5258,2496,7285
deoC,24513,21352,17266,16041,22000,19674,24566,25414,20601,19096,11300,13288,17040,15921,15568,17122,7718,22012
cdd-1,16706,14845,13249,13309,13983,11007,13775,15795,12743,10878,5566,6603,9592,7964,7462,10393,4668,12378
SPD_0739,187870,160900,211257,203199,154885,121696,136402,173432,156348,121930,48741,60151,121208,63866,70349,129645,57895,136388
SPD_0740,28523,24600,21856,22606,20475,15665,13192,14495,22168,17344,5171,5785,14807,10775,12170,16381,7753,23819
SPD_0741,32808,27845,22491,22783,14889,10772,8024,12084,14432,11649,3148,3669,9300,5324,6372,8597,4253,12157
SPD_0742,46621,41108,31192,32810,20085,14659,10866,14143,18325,15397,4146,4806,12311,5812,6743,10461,5136,12363
SPD_0743,1279,974,838,875,268,166,135,106,313,248,83,106,220,73,96,174,82,175
SPD_0744,540,388,307,327,107,85,79,63,155,108,28,53,111,63,58,121,50,102
SPD_0745,22063,18615,12114,12479,5369,5312,8344,7720,3916,3770,3830,3639,2995,3591,3622,3507,1637,4710
parE,17705,15244,8925,9164,15569,12538,12396,16549,15417,11770,5697,6460,14314,11490,13628,15866,7308,23821
SPD_0747,3606,2640,2241,1958,2220,2347,1726,1182,2191,2202,863,1095,2597,1770,1613,2893,1303,3096
parC,46661,40324,23141,23088,14876,11974,8496,11086,16607,13167,5046,5468,14703,9694,12700,13488,6315,20483
ilvE,34811,28911,16717,16029,52402,43799,43958,49910,34367,27349,21259,24637,28799,24294,27589,19570,9246,31173
SPD_0750,25201,19840,13046,12266,43480,38081,37092,34237,29329,27365,20458,24446,25185,20084,18927,17602,8156,18985
SPD_0751,24123,19535,13007,11668,42277,37028,36976,37455,27986,25236,20130,24357,24300,18127,17935,15444,7337,16361
SPD_0752,28085,22605,13387,12818,51600,42229,47045,55856,33130,27653,24024,28861,27384,20751,22218,16829,6987,18300
pcp,23376,19543,11558,10829,43053,36358,40414,43686,28864,23847,20606,25526,23405,17995,18967,15162,6305,15249
SPD_0754,11891,8895,10184,8622,6648,8610,7541,2933,9634,9441,3366,3936,6717,8531,5285,15649,7387,11911
tRNA-Tyr-1,1163,1001,1029,839,666,796,716,486,1044,879,370,408,574,797,767,1329,672,1299
tRNA-Gln-1,1738,1494,798,842,334,298,267,302,318,259,116,124,227,247,287,379,161,596
rpsA,936101,804299,586368,566192,272842,244738,207654,241920,331223,255531,110204,132728,268524,226771,212174,291940,130991,389865
SPD_0758,57,126,117,66,32,36,49,24,97,14,19,38,47,52,40,29,31,44
sRNA38,42,29,26,40,11,4,1,5,15,15,5,4,51,7,2,7,4,25
SPD_0759,6038,5306,4197,4198,7000,6025,8634,8851,5252,5004,3835,4320,4032,4509,3980,4872,2260,5430
dnaX,36521,33224,24899,25270,22116,18451,26609,31783,17735,14265,10385,12342,13055,12121,13158,15113,6718,20159
SPD_0761,7730,6610,5470,5353,2645,2930,3946,2859,2672,2211,1589,1810,1775,2218,2021,2407,1166,3279
sufC,78669,64926,65360,60184,159304,135788,210354,226961,81290,62290,48081,58024,69505,45411,52546,78935,34233,90581
sufD,114279,96881,93631,90192,222717,176722,286987,362638,110008,82778,66097,79354,87312,54400,69536,76760,32624,96849
sufS,106851,94354,76526,75242,164130,129584,220306,306714,83998,60396,52115,61270,59845,38631,54530,42699,18742,64099
SPD_0765,37835,31328,31554,28976,45118,39191,63248,65128,27085,23244,18472,21052,18305,12774,15313,14281,6576,16410
sufB,147247,124143,107641,99267,189881,161956,264021,299210,112889,88991,79969,97056,73962,52474,65910,53957,24499,65751
dacC,9917,8263,6573,6014,16021,14067,21467,22869,13047,10731,9176,10743,11146,11970,13462,11735,4964,16934
SPD_0768,22994,18243,16010,14469,29175,27032,34592,29575,23602,22691,16786,20266,18105,18719,16824,15324,7593,17083
ssrA,192374,230841,213657,191644,159254,339437,404497,54744,367027,332582,218769,245962,194917,351566,320304,405056,200658,542107
tRNA-Ser-1,0,1,3,0,1,1,2,0,1,0,0,6,0,2,4,1,0,3
lacR1,3598,3244,2772,2891,4571,3798,2383,2749,3639,3502,1340,1710,2685,2140,2229,2916,1300,3571
SPD_0772,4253,3871,2989,2935,6598,5236,3283,4111,4422,4413,1604,2161,3519,2038,2393,2401,960,3000
SPD_0773,10228,9439,11210,11335,20005,15774,10611,16496,13593,12083,5708,7152,11466,6036,7070,4827,2429,7606
ftsK,37850,34417,22210,22644,20849,18081,27005,32822,16001,13524,10714,12157,12750,13471,14288,11582,4881,18374
SPD_0775,1763,1397,1599,1478,1110,1513,1402,928,1237,3259,1302,1955,3621,757,838,3963,2409,1481
SPD_0776,15903,14454,10283,10333,15940,12966,16163,20788,11520,8834,6160,7185,8169,9010,10452,8997,3574,15583
thiI,15308,14013,9612,9853,15494,12727,15569,19288,11321,9141,5619,6356,8299,7058,8360,8612,3763,12296
SPD_0778,1488,1189,581,585,1190,851,642,695,788,693,338,348,586,438,538,398,172,665
SPD_0779,570,465,173,178,441,339,245,302,376,252,93,104,195,138,192,171,79,277
SPD_0780,513,443,178,197,417,336,199,335,303,307,88,89,185,111,174,229,48,229
SPD_0781,2456,2209,900,887,1621,1378,872,943,1197,981,406,503,796,607,678,847,376,852
SPD_0782,3198,2640,2718,2464,17639,15456,20142,19220,11752,11750,8624,10257,10414,7555,7632,9739,4360,9082
SPD_0783,1821,1468,1685,1659,10238,9376,12539,10041,6736,7137,5620,6750,6012,3868,3679,4587,1996,3949
SPD_0784,39794,32192,25818,25304,97960,82746,94409,99145,72291,66151,43802,52709,59366,41406,43252,43346,20460,51150
SPD_0785,3111,2581,1889,1771,5993,5247,5386,5756,4980,4579,2710,3220,3887,2390,2634,2776,1341,3036
SPD_0786,85,118,74,69,524,529,631,562,454,472,341,374,412,287,332,149,93,269
pepX,515,499,317,339,2574,2444,2791,2790,2314,2136,1418,1569,2252,1389,1631,1384,565,1383
dnaE,32022,25846,20579,19925,23835,20394,23918,25117,20373,18502,11744,14059,16714,14980,15961,15412,7468,21826
pfkA,91513,79685,53761,54018,79862,61361,66441,97851,77839,57406,31452,35773,64902,51390,58387,65850,29036,100521
pyk,262047,221743,196375,194668,221489,183784,214092,265965,211453,169544,89164,108246,179799,120216,126740,157350,70251,198059
SN17,1856,1342,1662,1347,592,600,317,316,793,725,264,290,1030,561,683,1051,621,1354
SPD_0791,29,29,18,8,29,16,44,33,25,37,38,17,27,41,28,39,10,23
SPD_0792,3944,3133,2341,2247,5100,4645,7167,7992,4764,4295,3692,4744,5845,4103,4043,2939,1471,3444
SPD_0793,482,374,313,302,903,755,1187,1271,749,670,674,894,889,630,586,349,168,515
SPD_0794,28,14,12,13,26,37,51,36,20,43,18,16,16,28,25,12,9,20
SPD_0795,1652,1287,904,864,2387,2088,3649,3282,1751,1901,1898,2429,2514,1628,1730,1131,546,1330
SPD_0796,3763,2921,2107,1810,4951,4666,7522,7109,4049,4147,4203,5216,5155,3973,3403,1919,1021,2699
SPD_0797,19788,17834,12604,12584,12156,11161,14390,13798,7008,6480,4447,4821,4648,4187,5099,4658,2071,5881
SPD_0798,20017,17007,13714,13399,16376,16135,23401,19353,9580,7329,5852,6825,6811,6382,8447,7927,3465,10364
SPD_0799,637,434,1190,1116,1121,1628,1854,584,1015,1748,1168,1129,542,1759,290,1891,918,1016
SPD_0800,1185,869,943,851,2459,2384,3148,2189,1854,1964,1575,1850,1789,1650,1361,2026,831,1827
SPD_0801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPD_0802,23110,20931,14752,14759,21740,17497,28172,35056,15369,13533,10457,12300,12270,10661,12003,10983,4710,16091
SPD_0803,12056,11578,5498,5244,3109,3278,6934,5472,2392,2494,2129,2437,2352,2867,2718,2340,1000,3078
sRNA7,149,122,73,73,38,24,45,28,56,67,39,37,77,49,51,32,18,40
SPD_0804,524,446,278,275,1673,1569,2121,2496,1023,852,685,892,1080,772,808,546,215,728
SPD_0805,1767,1490,1196,1077,6063,5577,8499,8511,3651,3461,3153,3774,3400,2688,2915,1544,766,2187
SPD_0806,268,254,118,119,206,196,354,382,122,131,100,113,99,105,136,54,57,94
SPD_0807,336,296,176,191,410,399,643,560,258,267,213,280,207,148,214,155,75,203
SPD_0808,7,4,3,5,1,0,0,0,8,2,0,0,0,6,3,0,3,3
SN20,816,749,410,462,247,327,229,62,510,659,176,241,341,803,295,569,359,595
cad,14101,11962,4183,3885,5448,4347,1238,1397,5591,4195,864,789,6004,3358,3715,3957,1904,6958
SPD_0810,70,73,43,31,30,29,35,25,65,16,29,31,18,34,29,27,7,42
speE,6568,5906,1986,1911,2933,2311,521,678,2142,1862,363,399,2174,1022,1225,1030,472,1991
lys1,12226,10469,4309,3916,5758,4477,950,1033,4030,3745,712,880,4857,1826,2223,2169,1095,3124
nspC,13017,11549,4897,5179,5000,3986,961,1107,3928,3511,768,815,4379,1711,1953,1907,898,2665
SPD_0814,16465,14619,6145,6278,4622,3403,926,1159,3525,3191,678,776,4134,1415,2006,1885,842,2725
SPD_0815,14088,12670,5782,5650,3670,2916,760,819,2959,2553,547,593,3441,1291,1565,1673,705,2355
SPD_0816,2237,2136,1453,1439,3629,3076,3359,4133,2557,2204,1102,1313,2026,1443,1573,1880,946,2694
SPD_0817,4800,4059,3520,3219,5530,4719,3906,3860,4950,4073,2098,2473,6739,9731,9449,11549,4607,10779
SPD_0818,10722,9520,6659,6571,18473,15345,21258,24331,12984,11171,9106,11115,12297,10152,10388,10226,4618,13946
lspA,3890,3381,2091,2284,4302,3215,3538,5251,3109,2446,1617,1798,2823,2141,2599,2136,1083,3233
rluD1,8892,7932,4864,4966,7730,6042,6161,9137,5951,4864,2708,3399,4958,3879,4523,3967,1580,6204
cbpE,33307,27704,21550,19907,20219,16970,15370,17344,18571,15148,8259,9775,13970,9944,10151,11018,5158,14160
proB,6964,6773,3791,3841,12325,9743,15426,20273,8708,7182,6548,7103,7440,5773,6627,4941,2286,7378
proA,11915,11215,6089,6531,19391,15337,23077,35376,13279,10030,8828,10308,10026,7267,9329,5817,2363,9399
proC,10838,9943,6193,6118,15880,12769,17919,24868,11232,8973,7502,8511,8364,6185,7311,4282,2010,6887
tmk,3898,3325,2292,2311,4128,3409,5742,7985,3630,2897,2445,2827,2949,3155,3254,2581,1251,4710
holB,8469,7294,5557,5668,6978,5836,8659,10162,5949,5179,4086,4709,5239,5088,5378,5055,2210,7607
yabA,2697,2358,1715,1532,2072,1737,2810,3062,1693,1586,1244,1416,1306,1504,1565,1282,664,2214
SPD_0828,7864,7032,4767,4867,6018,4831,7946,9647,5201,4424,3566,4063,4019,4497,4921,3670,1656,6447
SPD_0829,3698,2951,2862,2434,2253,2342,3624,2909,2953,3046,2261,3235,2269,2550,2286,2091,1073,2862
SPD_0831,140,102,104,59,18,11,12,6,16,39,2,13,14,30,33,33,23,43
SPD_0830,141,100,78,49,248,198,312,237,191,151,87,140,214,152,193,151,58,179
SPD_0832,92,71,56,55,252,195,243,256,172,129,67,121,154,133,180,154,57,178
gid,8912,8222,6082,6180,25447,19545,27129,34748,13853,11234,6947,7993,12431,7984,9794,14036,6083,17514
pyrH,26919,25738,16387,16685,34153,26662,31830,43090,22641,18043,9724,11646,20191,15508,17852,21012,8821,30045
frr,24955,22960,16690,15822,33328,30375,32563,36612,23229,22270,11593,13881,20053,14159,14209,20538,9437,21948
SPD_0836,21272,19104,13442,12954,11655,8932,6661,8369,9303,7879,3111,3792,10633,6621,7579,9711,4414,13737
SPD_0837,7393,6230,4388,4405,3497,2864,1909,2266,2740,2524,993,1255,3222,2063,2278,2927,1397,3887
SPD_0838,35561,31963,20570,21058,27613,21762,23063,32993,22416,18199,10833,12764,22667,15867,18687,18370,8645,26869
SPD_0839,24852,20818,16228,15605,15534,13355,13093,14657,14219,12830,6877,8310,13766,10508,9957,12432,6128,14663
SPD_0840,11989,10412,7715,7579,6720,5917,5616,5960,5950,5165,2766,3215,5387,4114,4199,4953,2462,6319
ald,234,242,152,164,446,339,275,391,178,150,61,62,154,113,110,249,121,310
SPD_0842,8133,6625,2282,2411,6503,5588,9496,10235,4045,3287,4040,5468,5456,3694,3897,2173,830,3275
comEA,378,322,105,139,157,132,223,295,1552,242,1962,1030,25935,28147,31514,5534,1650,13039
comEC,1301,1073,308,339,415,354,471,586,4063,810,8312,3207,119736,132334,141238,25990,8814,57960
SPD_0845,7512,6566,4058,3901,7948,6297,10895,13569,6443,5126,6366,6565,26309,26123,29848,7787,3108,17905
SPD_0846,18734,15883,10453,10405,20058,16954,29313,34032,14950,14949,17955,19949,71360,72873,74425,20288,8151,42436
sRNA48,133,95,112,133,56,77,34,25,65,153,83,102,327,356,250,235,159,232
infC,141692,126906,69170,63908,18943,16368,7428,7282,43732,33277,8711,10105,41548,38743,37395,52698,23827,74017
rpmI,67444,58662,34285,31570,11075,10271,5225,4429,19565,17618,4916,5603,18862,18948,16200,24348,10616,32553
rplT,131032,115244,56784,53909,22581,18493,10447,11504,35265,26827,8751,9828,33973,29041,32202,37464,16177,57453
gloA,52235,47017,22295,20644,7233,6381,3275,3673,12636,10589,3451,3998,15006,12909,13104,17372,8070,25022
srn241,7842,6255,3849,3307,6450,5396,1238,874,3228,2701,769,923,6191,4499,3616,7743,3824,10693
pyrK,3934,3546,4049,4191,92054,65809,16003,21303,27681,23780,6422,6628,57811,35807,39404,56976,27770,96689
pyrDB,5151,4478,7163,7360,129707,97182,20407,24300,34707,32833,8380,9226,69171,36994,39539,50007,22547,72157
lytB,19329,16532,33049,31061,371660,299180,147227,150648,113348,112207,38905,44395,197706,107910,107928,100308,53963,145067
pavA,6414,5556,3426,3449,6929,6645,7803,7260,6439,6149,3968,4389,6657,5424,6065,7637,3251,9082
SPD_0855,8132,7505,5630,5517,10963,9142,13543,13258,8044,7222,5773,6302,6372,6995,6168,5958,2922,8145
dgkA,4948,4300,2778,2581,4683,3679,4945,6130,3817,2943,1862,2180,2742,2745,2873,2309,1086,3492
era,17908,16374,11611,11242,13898,11253,13064,15665,11588,9052,4575,5567,7922,6145,7358,7985,3863,9927
mutM,16616,14975,9400,9227,5903,5267,5831,7266,6270,4943,2898,3515,3810,3292,3964,3320,1610,4616
coaE,9946,8720,5267,5166,2868,2558,2725,3603,3323,2489,1499,1915,1807,1804,2044,1569,683,2348
pmrA,20874,18242,10950,10539,4022,3845,3242,4275,5661,4737,2399,2738,2901,2606,3022,2516,1264,3776
secG,12540,11534,5943,5728,4391,5912,7180,4276,5279,5008,2826,3285,3798,5154,4725,6360,3048,6661
rnr,45991,41857,20039,18549,38574,32228,42290,51841,27106,24215,22701,27283,25301,25444,26391,14780,6887,25773
smpB,7688,7191,2835,2967,8418,6937,9109,11166,5474,4752,4749,6138,4690,4416,5017,1708,748,3882
tehB,19904,18744,7680,7588,22340,18544,23147,28761,14682,12303,12778,14908,11574,11145,12381,4499,2021,9801
coiA,369,332,91,102,32,27,31,33,372,53,528,261,8722,8043,8052,2053,536,3157
pepF,46339,41837,25502,24295,17706,14625,5701,5820,17250,13467,3558,3528,34827,23743,28279,33240,13827,41062
SPD_0867,17792,15802,9607,8958,6279,5147,1674,1719,4911,4529,1579,1380,11920,7467,9012,8182,3668,10257
prsA,61278,54860,36549,33588,19561,18714,10708,8485,17757,23218,8295,10793,49506,21777,22417,43091,19322,35485
SPD_0869,21,24,11,12,1,2,1,7,6,5,0,1,3,3,2,10,3,10
SPD_0870,4727,4173,2589,2511,7242,6649,10470,10400,4506,4382,3480,3605,4055,2955,3316,3381,1479,4500
SPD_0871,3256,2882,1847,1874,6150,5506,8192,7557,3471,3538,2688,3188,3327,2743,2749,3231,1274,3844
SPD_0872,6164,5396,2949,2806,9768,8508,13196,13941,5726,4900,4098,4706,5430,4504,5194,5852,2686,7939
SPD_0873,12333,10924,8011,7782,14377,14639,18528,15445,10889,9580,6419,7166,9588,8350,8404,12994,5812,14938
glmU,28802,25403,16879,16827,37892,30562,39987,51024,25973,21135,14184,16506,20577,15604,18199,20453,9092,26741
SPD_0875,12792,10862,8053,7861,14707,12732,16887,18461,9048,8039,5261,6366,7444,5124,5955,6276,2552,8442
SPD_0876,8258,6534,5941,5660,9853,8898,12770,10795,6832,6204,4703,5679,5459,3812,3645,4365,2056,5027
mtnN,17333,15289,10628,10923,21261,17104,25132,32375,13796,11798,9226,10602,10654,7053,8026,6462,3057,9185
SPD_0878,23740,19875,15892,14533,30383,29452,38660,31947,23338,23993,15560,20077,19580,14376,13284,15222,7791,17779
SPD_0879,7734,6713,3735,3671,2171,1858,2176,2417,2214,1893,919,1243,1956,1463,1663,2324,1036,3108
SPD_0880,29685,23713,15270,13835,7033,6852,7053,6455,7772,7317,3466,4516,6085,4221,4443,7677,3725,8401
SPD_0881,572,454,411,362,1246,1212,1193,984,1030,1192,831,1009,1035,881,713,708,368,959
